,Unnamed: 0,name,genre_action,genre_adventure,genre_arcade,genre_board games,genre_card,genre_casual,genre_educational,genre_family,genre_fighting,genre_indie,genre_massively multiplayer,genre_platformer,genre_puzzle,genre_rpg,genre_racing,genre_shooter,genre_simulation,genre_sports,genre_strategy,tag_local multiplayer,tag_fantasy,tag_violent,tag_free to play,tag_anime,tag_online multiplayer,tag_great soundtrack,tag_split screen,tag_pixel graphics,tag_story rich,tag_vr,tag_co-op,tag_horror,tag_atmospheric,tag_early access,tag_partial controller support,tag_2d,tag_multiplayer,tag_full controller support,tag_steam cloud,tag_singleplayer,platform_3do,platform_atari,platform_commodore / amiga,platform_sega,platform_neo geo,platform_web,platform_linux,platform_android,platform_nintendo,platform_apple macintosh,platform_ios,platform_xbox,platform_playstation,platform_pc,background_image,esrb_rating.id,owners,price,total_reviews,review_score,released_month,1r,1g,1b,2r,2g,2b,3r,3g,3b,4r,4g,4b,5r,5g,5b
237,237,Assassin's Creed Freedom Cry,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/d2f/d2f925d2c1518d45c45f91cc32afce68.jpg,5,"200,000 .. 500,000",1499,1774,0.766629087,2,75.08987486,66.83503982,49.69624573,145.4301676,150.0977654,141.7918994,193.2210243,198.8221024,191.4070081,109.8031838,105.4370478,86.66714906,37.98303287,34.13573701,25.75503712
238,238,Tiny and Big: Grandpa's Leftovers,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/2a0/2a06e20ebd555f843fe8669a2d4fd11a.jpg,2,"500,000 .. 1,000,000",999,3999,0.91847962,6,131.6661184,76.78947368,45.19407895,207.7071935,165.0911854,91.71732523,63.75164114,220.0229759,208.3008753,54.52649573,29.13333333,17.58974359,220.6541502,198.9565217,136.2667984
239,239,Mini Metro,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,https://media.rawg.io/media/screenshots/c6a/c6a5d9fbf7730702d28c75bec6f84f47.jpeg,0,"500,000 .. 1,000,000",999,12037,0.965938357,11,21.24055739,10.46718005,16.15034837,167.5857385,158.6298812,150.7741935,75.20467836,92.03508772,87.12865497,221.3333333,190.25,7.520833333,209.3384615,73.23076923,23.53846154
240,240,DOOM 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,https://media.rawg.io/media/games/3b0/3b01313965c19adc6b6c37a3d9d33576.jpg,4,"500,000 .. 1,000,000",499,5905,0.889754445,8,8.416715715,6.198351972,4.611536198,151.0985325,124.7610063,71.44863732,216.2842809,202.1906355,147.6923077,69.74620061,36.37234043,21.15957447,139.9957173,29.34261242,17.46252677
241,241,Crayon Physics Deluxe,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/46c/46c7913691660c39c265fb2dc2b73f7d.jpg,0,"500,000 .. 1,000,000",1999,963,0.865005192,1,232.5863236,212.7224103,156.8490183,142.2425876,136.9811321,93.33153639,209.8288394,190.7924971,139.2614302,78.17073171,121.8617886,67.03658537,180.2940276,165.2771822,120.3215926
242,242,State of Decay,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,https://media.rawg.io/media/games/a34/a34a8c9e1798ef82ee3734719d3c60d3.jpg,4,"500,000 .. 1,000,000",0,17659,0.845291353,6,94.05945946,69.08540541,51.05513514,52.21538462,41.96730769,30.76057692,186.9725086,154.347079,107.8041237,139.0535406,102.0500864,69.791019,9.322875817,8.749019608,6.559477124
243,243,Yooka-Laylee,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,https://media.rawg.io/media/games/213/2138ba3c97d02b581ca0b50805fcd49c.jpg,2,"500,000 .. 1,000,000",3999,4466,0.759964174,3,139.512035,183.1356674,92.61159737,212.9509072,218.4322305,215.4300961,224.1938611,208.6397415,120.2810985,129.9782271,161.9782271,199.3561431,91.3100616,87.96098563,85.93429158
244,244,Sonic CD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,https://media.rawg.io/media/games/d5e/d5e177d510242bafa6e9e23ecc8158d3.jpg,2,"200,000 .. 500,000",499,4325,0.89849711,12,94.5152409,92.61258604,37.50344149,18.89020071,21.89256198,95.99881936,209.0854271,192.9422111,197.9723618,41.43578947,69.76210526,221.5747368,17.94901506,29.10196987,10.78563152
245,245,Civilization IV: Beyond the Sword,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/740/7400097027269944f4fd3ee597cb93d8.jpg,0,"500,000 .. 1,000,000",999,3168,0.964015152,6,179.5246801,156.2961609,133.5137112,122.2006873,111.5168385,104.6302405,19.20147874,21.58040665,24.03327172,63.5645933,74.3277512,97.79425837,218.5113122,215.7918552,207.520362
246,246,The Last Remnant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,https://media.rawg.io/media/games/a86/a86263d9dd8d21bc3e9fa37db1fd3203.jpg,4,"500,000 .. 1,000,000",0,3844,0.812955255,1,14.49886277,17.9833207,16.73692191,233.7360775,246.4430993,250.4612591,80.15873016,108.3544974,113.4417989,168.2539062,186.2695313,192.578125,36.21193666,56.21193666,59.5773447
247,247,LEGO Batman 3: Beyond Gotham,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,https://media.rawg.io/media/screenshots/a8c/a8cd58ee985ab6d509370bddada91dbd.jpeg,0,"500,000 .. 1,000,000",1999,4848,0.885313531,11,45.26026026,87.66266266,102.5915916,238.0543689,236.5553398,219.1184466,187.4490358,95.78236915,52.22589532,41.58215179,42.66638866,43.14345288,63.69656489,131.490458,169.1603053
248,248,The Beginner's Guide,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/65c/65c8b501f8c2a9c9386411d7b5210934.jpg,0,"200,000 .. 500,000",999,17660,0.870101925,10,24.04318735,8.613138686,6.559610706,177.2517007,120.7414966,88.14965986,252.3882353,244.9137255,227.5490196,110.9683751,69.40676118,42,145.1653061,8.271428571,2.769387755
249,249,Teslagrad,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,https://media.rawg.io/media/screenshots/351/351ee0915fcd5a64e976791794039d5c.jpg,1,"200,000 .. 500,000",999,2225,0.851685393,12,15.43603534,11.88935843,8.682289666,45.07534247,93.52054795,106.5068493,58.17785235,44.16946309,29.56208054,120.3853211,192.5412844,219.8990826,147.8835616,85.96575342,54.40410959
250,250,Burnout Paradise Remastered,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/cb6/cb63a33e16f90fa6f008cc093239dad3.jpg,0,"200,000 .. 500,000",1999,3879,0.63547306,3,253.2045455,253.8394428,253.7467009,139.7592593,72.45679012,64.40123457,108.9395018,192.6156584,198.3558719,186.6875,162.5555556,150.7916667,40.58596491,32.74035088,31.15789474
251,251,Penumbra Overture,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/1bb/1bb3f78f0fe43b5d5ca2f3da5b638840.jpg,0,"200,000 .. 500,000",999,2822,0.903614458,3,26.71333333,36.21333333,47.65333333,145.5101089,160.4432348,180.1461897,118.6084656,132.1728395,150.4488536,71.24937343,83.75062657,98.96365915,199.3103448,213.5086207,229.4741379
252,252,Magrunner: Dark Pulse,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/25e/25ee259fb2926db1abb8dadddf7ad4bc.jpg,4,"100,000 .. 200,000",1999,923,0.743228602,6,96.96135266,76.93236715,59.26328502,205.2924528,190.4528302,160.3867925,24.38642659,23.5200831,27.69459834,37.33309353,50.83093525,63.04460432,146.2073171,131.402439,95.66260163
253,253,Devil May Cry 4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/566/566f53f43aa1bd28c63cf3a4d21440ee.jpg,4,"200,000 .. 500,000",1999,1979,0.915108641,1,152.5667396,189.0328228,237.1334792,34.89660877,21.04135649,32.95202647,66.22065728,75.73239437,134.1267606,230.9728601,242.743215,247.5407098,150.1691395,74.17507418,62.70919881
254,254,LEGO Harry Potter: Years 1-4,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,https://media.rawg.io/media/games/694/6940fa3fbe0d836e4a272c468e65e480.jpg,2,"500,000 .. 1,000,000",1999,5962,0.860784971,6,71.00589391,82.17681729,91.75343811,219.9334862,203.5619266,197.6513761,35.95602729,43.37225171,45.39120546,108.4695431,146.0304569,179.0583756,165.9907621,120.0669746,89.97921478
255,255,Pathologic 2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/c4a/c4a948e3d1ab733f21641844c6df3e43.jpg,4,"200,000 .. 500,000",3499,6590,0.922003035,5,97.96139706,99.46691176,101.2058824,58.7537594,54.89285714,57.79072682,192.1988304,133.3918129,95.54385965,44.90098127,26.45762712,24.58162355,247.6904762,210.8154762,157.3630952
256,256,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,https://media.rawg.io/media/screenshots/695/69511e8a8ec8edf9b85c3e68190844a4.jpg,3,"200,000 .. 500,000",1499,2961,0.921648092,2,8.95025729,72.39965695,96.88507719,228.7538462,203.1714286,88.13626374,51.26674107,39.22991071,22.82700893,156.8275261,135.5662021,57.82055749,26.10347985,91.94139194,46.16208791
257,257,Lethal League,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,https://media.rawg.io/media/screenshots/65b/65b9b6c96f093df897d14844e7b60819_bcrhbi4.jpg,3,"500,000 .. 1,000,000",1399,5938,0.941562816,8,32.60823707,30.21798091,30.72978403,136.6025641,121.0102564,111.3692308,31.40533981,60.81917476,68.41504854,225.2314815,229.4537037,145.4166667,25.81533101,123.0801394,137.0278746
258,258,SteamWorld Heist,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,https://media.rawg.io/media/games/e49/e49256363789d1dec316edf8ebb27ccf.jpg,2,"500,000 .. 1,000,000",1499,4201,0.956200905,12,57.63123845,27.02957486,16.06561922,125.496633,92.68013468,86.28787879,198.0629371,92.45221445,38.32167832,214.6861538,175.9538462,128.56,110.9273504,47.05982906,29.55384615
259,259,Faeria,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,https://media.rawg.io/media/games/f64/f6429c7e6e66c178fde186977ea1af75.jpg,1,"500,000 .. 1,000,000",1999,6662,0.837135995,3,201.8053097,236.5088496,220.2787611,31.31902439,95.99121951,109.6585366,127.1623672,189.9954476,191.8512898,74.82944345,136.0718133,142.8689408,17.69570011,62.40022051,74.15104741
260,260,TowerFall Ascension,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,https://media.rawg.io/media/games/b61/b6193c5c1f917f38dce568f335f80c16.jpg,2,"200,000 .. 500,000",1499,2862,0.948287911,6,61.63562753,25.21781377,60.35060729,184.9360825,166.6804124,183.5216495,232.8,227.3868421,227.8368421,130.467128,117.4930796,160.0346021,97.22776573,57.46963124,101.0173536
261,261,Contrast,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,https://media.rawg.io/media/games/5f2/5f25cf08217b40b9d8f02f95db1fdc1d.jpg,0,"200,000 .. 500,000",999,5076,0.905831363,11,189.794586,159.8742038,144.366242,12.71632471,9.893844781,10.88938448,73.49224806,60.78165375,58.00129199,236.2372549,214.6392157,196.8882353,130.5185185,109.8324515,100.6014109
262,262,Swords and Soldiers HD,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,https://media.rawg.io/media/screenshots/f10/f10e7cafed6665861c58187b2ae3b310.jpg,0,"200,000 .. 500,000",599,895,0.784357542,12,223.8469475,237.5202064,179.7893379,126.7142857,96.95488722,29.99398496,227.0307018,180.3333333,24.63596491,165.1395706,181.75,137.303681,47.4573991,37.24215247,30.26008969
263,263,Deadly Premonition: The Director's Cut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,https://media.rawg.io/media/games/f41/f41531613687833e943fd1d3d8811327.jpg,5,"200,000 .. 500,000",2499,3601,0.677311858,3,54.30241935,53.60483871,49.67943548,157.3866995,153.9162562,147.6083744,9.766213389,10.24947699,9.118200837,201.6652807,198.97921,191.3575884,107.2360656,105.9213115,101.8360656
264,264,Commandos 2: Men of Courage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/screenshots/39b/39beb43bceb3dcca896c128ddeccec48.jpg,0,"500,000 .. 1,000,000",499,2253,0.855304039,9,0.135531136,0.151709402,0.086385836,185.2222222,166.0740741,142.2962963,27.03225806,26.1483871,19.26451613,122.3095238,102.3571429,79.52380952,65.43,56.47,43.36
265,265,The Cave,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,https://media.rawg.io/media/screenshots/b3d/b3d76daf8412a4902f288926699cb7f6.jpg,0,"200,000 .. 500,000",1499,2431,0.870835047,1,72.95552885,31.98197115,24.07211538,219.84375,142.609375,113.046875,156.837037,76.22962963,35.31111111,39.65481887,17.30211893,16.49008886,9.257685353,5.582278481,5.045207957
266,266,Super Time Force Ultra,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,https://media.rawg.io/media/screenshots/2b8/2b86c68a911ca1dd4828e22364e077ea.jpg,3,"100,000 .. 200,000",1499,882,0.894557823,8,104.7369632,106.6226994,95.23773006,188.0228216,122.746888,75.13070539,111.60444,163.7911201,149.9223007,225.3318966,233.5991379,217.637931,219.8155668,191.9441624,122.6480541
267,267,Puzzle Agent 2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,https://media.rawg.io/media/screenshots/4a0/4a067c93dd1f331ac7a2e77bb3fc46e0.jpg,2,"500,000 .. 1,000,000",499,927,0.861920173,6,24.38912134,29.08702929,34.53640167,168.8807339,170.7706422,190.5504587,81.76864245,88.92734226,106.0057361,8.793871866,10.6174559,13.33333333,62.10057471,59.61063218,53.23706897
268,268,Goodbye Deponia,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,https://media.rawg.io/media/screenshots/4c0/4c011fd90f349bbc5b708d9c9ef29206.jpg,3,"200,000 .. 500,000",1999,1934,0.889865564,10,88.73763875,53.32996973,30.70131181,220.488024,202.1676647,140.7215569,38.03010753,21.05304659,13.03154122,216.3952255,153.5729443,64.91246684,132.1610338,105.3359841,80.51093439
269,269,The Council,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/123/123e035701a975f5d96c233f4048eed2.jpg,4,"200,000 .. 500,000",0,4034,0.846306396,3,18.60573283,4.231476474,1.518658734,148.8584475,105.8812785,73.63013699,46.20870425,23.84272997,8.474777448,84.4609375,54.703125,34.68489583,210.8540146,178.7080292,143.2262774
270,270,Void Bastards,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,https://media.rawg.io/media/games/943/9436adc4b833d1026c3805fc4ce602b8.jpg,4,"200,000 .. 500,000",2999,4310,0.867517401,5,85.77153558,12.21722846,110.0524345,15.24856597,119.9292543,111.8929254,31.59680284,10.53285968,36.85139136,68.7195122,222.3170732,212.5091463,193.1084489,63.27868852,16.24716267
271,271,Lara Croft GO,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,https://media.rawg.io/media/games/664/6641c8e3872da0b3e6a853ad7b6a37b0.jpg,2,"200,000 .. 500,000",999,2828,0.922560113,8,128.2002743,165.9807956,146.6776406,0.664994985,6.30892678,6.565697091,3.744479495,158.637224,171.555205,20.79974811,46.96725441,46.19647355,95.48230668,115.6330275,95.18479685
272,272,Call of Cthulhu,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/games/1b8/1b8a3ed646ccea6375bd4d4b7dd67aa4.jpg,4,"500,000 .. 1,000,000",1999,8625,0.784463768,10,248.7619597,249.3412104,249.2864553,17.10699001,28.03281027,18.44507846,174.7767296,182.7044025,176.6981132,95.66784452,113.0318021,99.01766784,17.46891652,73.11012433,67.1687389
273,273,Zeno Clash,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,https://media.rawg.io/media/games/3f4/3f4124c8bb3e3b8ec6b70b9a5ce493ac.jpg,3,"200,000 .. 500,000",999,2713,0.854404718,4,190.5765159,197.4417709,189.5755534,89.38135593,76.59322034,70.09322034,144.9191781,153.3,143.369863,238.0515464,237.8883162,234.9295533,50.784522,40.01517451,36.69650986
274,274,Rocketbirds: Hardboiled Chicken,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,https://media.rawg.io/media/screenshots/105/105c19765bd45d666a00bdf1c1d65473.jpg,4,"200,000 .. 500,000",499,3038,0.791639236,10,73.46742671,68.42508143,63.14820847,6.089207735,5.43169058,6.506550218,192.5465839,189.7142857,179.1677019,34.62116402,33.13015873,33.15132275,122.3249097,120.5595668,113.9711191
275,275,Nuclear Throne,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,https://media.rawg.io/media/screenshots/a2d/a2de25bcbcb0b4f0b015b644534597c4.jpg,0,"500,000 .. 1,000,000",1199,15367,0.962842455,12,32.41008772,25.54714912,20.4879386,182.9789773,242.2386364,219.3471591,87.77882798,200.0907372,191.026465,57.98550725,120.4057971,101.7507246,211.7962963,115.0555556,45.90740741
276,276,Shadowgrounds,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/550/550a1374bf25a545fb5ef67c08a64ad7.jpg,4,"200,000 .. 500,000",699,1414,0.801272984,11,15.57495692,7.497989661,4.410683515,161.2460568,118.6687697,102.214511,225.7460317,207.0687831,211.8994709,91.36979167,49.5,22.36354167,219.0636132,76.23409669,22.15012723
277,277,100% Orange Juice,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/c68/c68b8a31313d8945d675fa8862198d14.jpg,0,"500,000 .. 1,000,000",699,22096,0.930711441,9,58.61591696,114.7301038,58.33564014,178.8372881,151.3186441,110.9016949,253.520117,220.8076079,173.1265545,184.0224299,186.6635514,181.6878505,249.8618307,245.0811744,237.3108808
278,278,Gorky 17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/c4d/c4d0cff0f19d57b0b45614bdb7639e45.jpg,4,"500,000 .. 1,000,000",499,1758,0.784982935,9,54.60809249,53.0150289,46.38959538,24.19385141,22.97267293,17.07087959,168.2383901,178.1331269,164.873065,117.3489209,128.2014388,121.7841727,85.01605839,92.62481752,86.72554745
279,279,ZOMBI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/screenshots/11d/11df6a56d34b2fc17820d15b4af947d9.jpg,0,"100,000 .. 200,000",1999,2190,0.63652968,8,111.4522059,157.3253676,142.6488971,22.95344326,33.09505335,28.27740058,185.1849315,209.8561644,201.7191781,83.3764292,123.1934916,103.6358839,49.42991914,79.84366577,66.35444744
280,280,Pony Island,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/games/1cb/1cb8247e712e8797003387083acf30c0.jpg,0,"500,000 .. 1,000,000",499,12457,0.953680661,1,49.70817121,50.79844358,50.53035019,244.0046512,249.5325581,248.2837209,128.8526316,89.63157895,89.23157895,192.9383886,187.6587678,185.8720379,88.90384615,219.6538462,212.4134615
281,281,GameGuru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/f24/f24122a8e3d30ec3e99472e3e826d0cb.jpg,0,"200,000 .. 500,000",1999,1928,0.726659751,5,88.63129496,98.23561151,42.31354916,244.5609284,244.7717602,244.7891683,120.1591837,124.6673469,87.02857143,174.4758065,166.8951613,135.2231183,59.16636528,65.87341772,36.31826401
282,282,Really Big Sky,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/0ff/0ff35c01cd3431d51509b323e5e29b2a.jpg,0,"500,000 .. 1,000,000",499,1896,0.756329114,6,233.1086475,215.3436807,203.9312639,252.4773441,253.5576492,247.9349484,182.8643216,166.5753769,161.2537688,198.8359551,248.3910112,229.2134831,140.6493506,87.45454545,87.57142857
283,283,The Messenger,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/screenshots/16c/16c1f5e91a061e064f373406164d1e40.jpg,2,"200,000 .. 500,000",1999,7174,0.945079454,8,28.33687943,24.74468085,92.54846336,66.17461929,49.08527919,190.364467,119.533123,164.7192429,248.4037855,9.718358039,9.568985177,40.16875713,45.96695652,35.13043478,141.5443478
